title,url,publication_date,issuing_department,full_text,ai_score
工业和信息化部办公厅关于加快布局建设制造业中试平台的通知,https://www.miit.gov.cn/jgsj/kjs/wjfb/art/2024/art_9335805a96574c2195e13a16b4bb4b8d.html,2024-09-10,工业和信息化部办公厅,"工业和信息化部办公厅关于加快布局建设制造业中试平台的通知
首页
>
工业和信息化部
>
机关司局
>
科技司
>
文件发布
发文机关：
工业和信息化部办公厅
标　　题：
工业和信息化部办公厅关于加快布局建设制造业中试平台的通知
发文字号：
工信厅科函〔2024〕346号
成文日期：
2024-09-10
发布日期：
2024-09-14
发布机构：
科技司
分　　类：
质量管理工作
工业和信息化部办公厅关于加快布局建设制造业中试平台的通知
发布时间：2024-09-14 14:59
来源：科技司
工信厅科函〔2024〕346号
各省、自治区、直辖市及计划单列市、新疆生产建设兵团工业和信息化主管部门：
为深入贯彻党中央、国务院决策部署，落实《制造业中试创新发展实施意见》（工信部联科〔2024〕11号），加快布局建设一批制造业高质量发展急需的中试验证平台（以下简称中试平台），提高科技成果转化和产业化水平，现将有关工作通知如下：
一、总体要求
以习近平新时代中国特色社会主义思想为指导，深入贯彻党的二十大和二十届二中、三中全会精神，聚焦推进新型工业化的核心任务，坚持需求导向、场景牵引、系统布局、因地制宜，统筹推进中试平台建设，有效发挥市场主导作用和政府引导作用。通过汇聚创新资源，完善转化机制，发挥溢出效应，贯通概念验证、实验室研发、中试验证、产业化应用全链条，形成综合性、专业化的中试服务体系，切实提高科技成果转化和产业化水平，加强科技创新和产业创新深度融合，加快发展新质生产力。
二、建设目标
围绕国家战略与产业发展急需的关键领域，引导有条件的建设主体因地制宜采取相应的建设模式、发展策略和举措，“一类一策”推进中试平台建设。计划到2027年，在有条件的地方培育建设一批省部级制造业中试平台，遴选认定若干个辐射范围大、转化能力强、发展机制好、具有国际先进水平的国家制造业中试平台，推动传统产业、新兴产业、未来产业技术成果工程化突破和产业化应用，切实提高创新成果技术价值和质量水平，加快解决成果转化落地难题，显著提升制造业创新能力和产业链现代化水平。
三、相关工作安排
（一）地方工业和信息化主管部门根据制造业中试平台建设指引（附件1）、重点行业方向建设要点（附件2），结合地方特色优势提出中试平台建设布局，突出公共服务性质和功能，明确建设模式、建设路径，制定和完善中试平台培育等有关程序，健全有进有出的培育储备和动态调整机制，推动中试平台建设。
（二）地方工业和信息化主管部门于2024年10月15日前将省级或重点培育中试平台名录及储备建设情况（附件3）电子版及盖章扫描件通过电子邮件发送至工业和信息化部（科技司）。工业和信息化部对符合条件的中试平台纳入制造业中试平台培育库，优先支持公共属性突出的中试平台，实施分类管理、综合施策、动态调整。
（三）工业和信息化部依据制造业中试平台建设指引，健全中试平台评价体系，遴选重点中试平台并组织行业内专家、有关行业协会等开展运行绩效评估或现场核查，着重评估中试平台目标定位、基础能力、技术优势、服务成效和运行机制，考察平台的建设基础、场地、设备、设施和相关配套条件，以及技术、服务、运营团队等情况。以评促建，引导有条件的中试平台向具有国际先进水平的中试平台升级。
（四）工业和信息化部按照“成熟一个、启动一个”、“一平台一方案”的原则，推动平台建设升级。对拟升级的省级制造业中试平台，由平台建设运营单位所在地的省级工业和信息化主管部门推荐，工业和信息化部组织进行评估论证，择优认定为国家制造业中试平台，打造多层次系统化的中试平台体系。
电子邮箱：zhiliang@miit.gov.cn
附件 1.
制造业中试平台建设指引（2024版）
2.
制造业中试平台重点方向建设要点（2024版）
3.
2024年重点中试平台推荐汇总表
工业和信息化部办公厅
2024年9月10日
【返回顶部】
【关闭窗口】
【打印本页】",0
工业和信息化部办公厅关于印发2024年第三批行业标准制修订计划的通知,https://www.miit.gov.cn/jgsj/kjs/wjfb/art/2024/art_03dbe430f0494eb3bd8295fb65f19265.html,2024-08-14,工业和信息化部办公厅,"工业和信息化部办公厅关于印发2024年第三批行业标准制修订计划的通知
首页
>
工业和信息化部
>
机关司局
>
科技司
>
文件发布
发文机关：
工业和信息化部办公厅
标　　题：
工业和信息化部办公厅关于印发2024年第三批行业标准制修订计划的通知
发文字号：
工信厅科函〔2024〕317号
成文日期：
2024-08-14
发布日期：
2024-08-28
发布机构：
科技司
分　　类：
标准
工业和信息化部办公厅关于印发2024年第三批行业标准制修订计划的通知
发布时间：2024-08-28 16:03
来源：科技司
工信厅科函〔2024〕317号
各有关单位：
按照《2024年工业和信息化标准工作要点》部署，我部编制完成2024年第三批行业标准制修订计划，现印发给你们。
请标准起草单位注意做好标准制定与技术创新、试验验证、知识产权处置、产业化推进、应用推广的统筹协调。请有关行业协会（联合会）、标准化技术组织、标准化专业机构等单位做好标准组织起草、征求意见和技术审查等工作，把好技术审查关。请部相关司局做好行业标准制修订过程的管理工作，确保标准的质量和水平。计划执行过程中，如需对标准项目进行调整，请按有关规定办理。
特此通知。
工业和信息化部办公厅
2024年8月14日
（联系电话：010‒68205240）
【返回顶部】
【关闭窗口】
【打印本页】",0
工业和信息化部 国家标准化管理委员会关于印发物联网标准体系建设指南（2024版）的通知,https://www.miit.gov.cn/jgsj/kjs/wjfb/art/2024/art_e98ebc723f3c46ff86f8cbdccdb2582c.html,2024-07-22,工业和信息化部 国家标准化管理委员会,"工业和信息化部 国家标准化管理委员会关于印发物联网标准体系 建设指南（2024版）的通知
首页
>
工业和信息化部
>
机关司局
>
科技司
>
文件发布
发文机关：
工业和信息化部 国家标准化管理委员会
标　　题：
工业和信息化部 国家标准化管理委员会关于印发物联网标准体系建设指南（2024版）的通知
发文字号：
工信部联科函〔2024〕206号
成文日期：
2024-07-22
发布日期：
2024-08-26
发布机构：
科技司
分　　类：
科技管理,标准
工业和信息化部 国家标准化管理委员会关于印发物联网标准体系
建设指南（2024版）的通知
发布时间：2024-08-26 17:05
来源：科技司
工信部联科函〔2024〕206号
各省、自治区、直辖市及计划单列市、新疆生产建设兵团工业和信息化主管部门、市场监管局（厅、委），有关行业协会、标准化技术组织、标准化专业机构：
为扎实推进《新产业标准化领航工程实施方案（2023—2035年）》，加强标准工作顶层设计，引领物联网产业高质量发展，工业和信息化部、国家标准化管理委员会组织编制了《物联网标准体系建设指南（2024版）》。现印发给你们，请结合实际，抓好贯彻落实。
工业和信息化部
国家标准化管理委员会
2024年7月22日
（联系电话：010-68205240）
【返回顶部】
【关闭窗口】
【打印本页】",1
工业和信息化部办公厅关于做好2024年技术合同认定登记工作的通知,https://www.miit.gov.cn/jgsj/kjs/wjfb/art/2024/art_f3e2d12a7e5e4a00bc3c1942c058691a.html,2024-07-30,工业和信息化部办公厅,"工业和信息化部办公厅关于做好2024年技术合同认定登记工作的通知
首页
>
工业和信息化部
>
机关司局
>
科技司
>
文件发布
发文机关：
工业和信息化部办公厅
标　　题：
工业和信息化部办公厅关于做好2024年技术合同认定登记工作的通知
发文字号：
工信厅科火函〔2024〕302号
成文日期：
2024-07-30
发布日期：
2024-08-23
发布机构：
科技司
分　　类：
科技管理
工业和信息化部办公厅关于做好2024年技术合同认定登记工作的通知
发布时间：2024-08-23 10:59
来源：科技司
各省、自治区、直辖市、计划单列市及新疆生产建设兵团技术合同认定登记主管部门：
为进一步加强和规范技术合同认定登记管理，做好2024年技术合同认定登记工作，促进技术要素市场化配置，加快科技成果转移转化，现就有关事项通知如下：
一、加强组织实施。
各省（区、市）及计划单列市技术合同认定登记主管部门（以下简称省级主管部门）要切实履行主体责任，认真组织本地区技术合同认定登记机构，按照有关规定开展2024年度技术合同认定登记，及时将相关数据上传至全国技术合同管理与服务系统。要加强宣传引导，组织本地区技术合同登记方按要求申请认定登记，推动技术合同应登尽登。
二、规范认定登记。
省级主管部门要按照《技术合同认定规则》和《技术合同认定登记工作指引》的有关要求，指导督促本地区登记机构完善工作流程、岗位责任、风险防控等制度，进一步加强登记审核工作。要加强对技术合同登记人员培训，提高登
记人员能力和水平。要按照技术合同类别实行分类登记，核实确认技术合同成交额，对不符合要求的不予登记，确保登记规范有效。对技术合同已解除、申请撤销登记的，经原登记机构审核确认后，由省级主管部门报工业和信息化部（科技司），抄送部火炬中心，予以撤销。
三、健全监督机制。
省级主管部门要组织对一定比例的技术合同进行抽查，重点检查大额技术合同（一般不低于500万元）。对检查发现管理混乱、违规登记、统计失实的登记机构，停止其登记工作并责令限期整改；对整改后仍存在相关问题的，撤销登记机构资格。工业和信息化部将适时开展抽查工作，对问题较多的地方进行通报，并责令整改。
四、强化政策落实。
省级主管部门要做好技术合同相关政策的宣传、解读、落实工作。加强与相关部门的协同，积极推动经认定登记的技术合同按照有关规定享受增值税、企业所得税、研发费用加计扣除和个人所得税减免等税收政策。鼓励各地将技术合同登记证明用于创新券补助，以及高校、科研机构和企业的研发投入绩效评价等。
技术合同认定登记是推进技术市场发展、促进成果产业化的一项重要基础性工作。各地要高度重视，规范有序做好2024年技术合同登记管理工作，及时总结经验做法，分析存在的问题，进一步完善相关管理制度，提高技术合同认定登记工作的质量和效率，推动技术合同登记准确有效反映科技成果转移转化效率和
技术市场活跃程度。
特此通知。
联系电话：
工业和信息化部科技司010-68205247
工业和信息化部火炬中心010-68209146
工业和信息化部办公厅
2024年7月30日
【返回顶部】
【关闭窗口】
【打印本页】",1
工业和信息化部办公厅关于组织开展人工智能赋能新型工业化典型应用案例征集工作的通知,https://www.miit.gov.cn/jgsj/kjs/wjfb/art/2024/art_c743b72eff6e4e03a3b9ad9d5ac9341b.html,2024-07-29,工业和信息化部办公厅,"工业和信息化部办公厅关于组织开展人工智能赋能新型工业化典型应用案例征集工作的通知
首页
>
工业和信息化部
>
机关司局
>
科技司
>
文件发布
发文机关：
工业和信息化部办公厅
标　　题：
工业和信息化部办公厅关于组织开展人工智能赋能新型工业化典型应用案例征集工作的通知
发文字号：
工信厅科函〔2024〕301号
成文日期：
2024-07-29
发布日期：
2024-08-13
发布机构：
科技司
分　　类：
产业政策
工业和信息化部办公厅关于组织开展人工智能赋能新型工业化典型应用案例征集工作的通知
发布时间：2024-08-13 19:55
来源：科技司
各省、自治区、直辖市及计划单列市、新疆生产建设兵团工业和信息化主管部门，有关中央企业，有关行业协会：
为深入贯彻习近平总书记关于新型工业化的重要论述，落实党中央、国务院关于人工智能赋能新型工业化的决策部署，全方位、深层次、高水平推进人工智能赋能新型工业化，加强典型经验总结和优秀案例推广，打造行业应用标杆，现组织开展人工智能赋能新型工业化典型应用案例征集工作。有关事项通知如下：
一、征集方向
以人工智能赋能新型工业化为主线，围绕“技术底座、行业应用、装备产品、支撑保障”4大领域，开展本次典型应用案例征集。
（一）技术底座类
聚焦人工智能赋能新型工业化的基础设施、技术能力的供给和开放共享，面向工业领域芯片及算力底座、行业大模型、平台工具、场景模型等方向，征集一批能够体现技术底座对产业发展的支撑作用，具备创新性和推广价值的典型应用案例。
（二）行业应用类
聚焦人工智能赋能钢铁、有色、石化、化工、建材、机械、汽车、电力装备、轻工、电子等制造业十大行业，面向研发设计、生产制造、运维服务、经营管理等关键环节和重点场景，征集具备创新性和推广价值，实现一定经济社会效益和具有示范带动作用的典型应用案例。
（三）装备产品类
聚焦人工智能赋能新型工业化的智能产品，面向大模型、深度学习、计算机视觉、智能语音等人工智能技术赋能智能终端产品、智能高端装备、智能工业软件等领域，征集能够体现装备产品智能化发展趋势，具有一定推广价值的典型应用案例。
（四）支撑保障类
聚焦人工智能赋能新型工业化的支撑要素和保障体系，面向高质量数据集、评测数据集、数据交易共享模式、测试评估体系、安全检测工具、安全保障能力等领域，征集能够体现对人工智能赋能新型工业化的支撑和保障作用，具备一定推广价值的典型应用案例。
二、申报条件
（一）申报主体应为具备人工智能赋能新型工业化核心能力的企业及科研院所，鼓励制造业企业牵头，与人工智能企业以赋能联合体的形式申报。申报主体在中华人民共和国境内注册登记，具有独立法人资格，近三年财务状况良好，在信用等方面无不良记录。
（二）典型应用案例应围绕制造业关键环节典型应用场景，已落地并取得成效，具有示范引领作用，对相关行业或企业智能化升级具有借鉴意义和推广价值。
（三）申报材料须客观真实，能够充分体现人工智能的技术特点，高度聚焦制造业实际场景应用需求和重点问题。
（四）每个申报主体牵头申报不超过3项（作为参与单位限报5项）
三、推荐程序
（一）网上填报
申报单位登录“人工智能赋能新型工业化典型应用案例征集系统”（www.aiforindust.cn，以下简称申报系统），完成注册后填写申报信息。申报起始时间为2024年8月1日，截止时间为2024年8月31日。
（二）应用案例推荐
1.推荐单位。各省、自治区、直辖市及计划单列市、新疆生产建设兵团工业和信息化主管部门，各中央企业负责组织推荐。推荐单位于2024年9月10日前使用专用的账号登录申报系统，确定推荐名单，导出推荐应用案例信息汇总表，并加盖推荐单位公章。
2.推荐数量。各省、自治区、直辖市、新疆生产建设兵团工业和信息化主管部门推荐应用案例数量不超过25项。各计划单列市、中央企业推荐数量不超过5项，不占属地指标，可直接报送。各人工智能创新应用先导区可额外推荐项目，数量不超过5项，由所属省级工业和信息化主管部门审核后统一报送。
（三）材料报送
推荐单位于2024年9月13日前统一将加盖推荐单位公章的推荐应用案例信息汇总表、盖章版申报书（一式三份）邮寄至联系地址，纸质版材料应与线上填报内容一致。
四、推广支持
工业和信息化部将组织专家对各地报送的项目进行评审，遴选出人工智能赋能新型工业化典型应用案例，按程序对外公布。加大典型应用案例的宣传力度，组织开展经验交流会、案例分享会、供需对接会等活动，为人工智能领域供需双方提供交流合作平台，促进案例的应用推广，切实发挥案例的引导示范作用。
五、联系方式
联  系  人：宫慧琪   010-68205250
张熠天   010-88686077  15801070777
系统咨询：张   琦   010-64102854  18601123571
材料寄送地址：北京市西长安街13号工业和信息化部科技司
附件：
人工智能赋能新型工业化典型应用案例申报表
工业和信息化部办公厅
2024年7月29日
【返回顶部】
【关闭窗口】
【打印本页】",60
中华人民共和国工业和信息化部公告（2024年第17号）,https://www.miit.gov.cn/jgsj/kjs/wjfb/art/2024/art_80b616f91a4d4d1fb1a430ffd5479b4b.html,2024-07-11,工业和信息化部,"中华人民共和国工业和信息化部公告 （2024年第17号）
首页
>
工业和信息化部
>
机关司局
>
科技司
>
文件发布
发文机关：
工业和信息化部
标　　题：
中华人民共和国工业和信息化部公告（2024年第17号）
发文字号：
2024年 第17号
成文日期：
2024-07-11
发布日期：
2024-08-09
发布机构：
科技司
分　　类：
科技管理,标准
中华人民共和国工业和信息化部公告
（2024年第17号）
发布时间：2024-08-09 17:28
来源：科技司
为做好工业和信息化领域行业标准维护工作，提高行业标准的科学性、适用性和有效性，经对化工、石化、黑色冶金、有色金属、黄金、建材、稀土、机械、汽车、船舶、航空、轻工、纺织、兵工民品、包装、电子、通信等17个行业18668项行业标准开展复审，《化工工程建设起重规范》等12792项行业标准继续有效（见附件1），《带压密封技术规范》等4633项行业标准予以修订（见附件2），《化工建设项目进口设备、材料检验大纲》等1243项行业标准予以废止（见附件3）。
特此公告。
附件：1.继续有效的行业标准清单
下载
2.修订的行业标准清单
下载
3.废止的行业标准清单
下载
工业和信息化部
2024年7月11日
【返回顶部】
【关闭窗口】
【打印本页】",0
工业和信息化部办公厅关于组织开展2024年物联网赋能行业发展典型案例征集工作的通知,https://www.miit.gov.cn/jgsj/kjs/wjfb/art/2024/art_9713399301944dcc8273339cec19e0af.html,2024-07-29,工业和信息化部办公厅,"工业和信息化部办公厅关于组织开展2024年物联网赋能行业发展典型案例征集工作的通知
首页
>
工业和信息化部
>
机关司局
>
科技司
>
文件发布
发文机关：
工业和信息化部办公厅
标　　题：
工业和信息化部办公厅关于组织开展2024年物联网赋能行业发展典型案例征集工作的通知
发文字号：
工厅科〔2024〕300号
成文日期：
2024-07-29
发布日期：
2024-08-05
发布机构：
科技司
分　　类：
产业政策
工业和信息化部办公厅关于组织开展2024年物联网赋能行业发展典型案例征集工作的通知
发布时间：2024-08-05 09:10
来源：科技司
各省、自治区、直辖市及计划单列市、新疆生产建设兵团工业和信息化主管部门，有关中央企业，有关单位：
为深入贯彻落实党的二十大报告中关于“加快发展物联网”的决策部署，加强典型经验总结和优秀案例推广，发挥物联网对建设现代化产业体系、推进新型工业化的支撑作用，现组织开展2024年物联网赋能行业发展典型案例征集工作。有关事项通知如下：
一、征集方向
结合“十四五”规划中数字经济方面的智能交通、智慧能源、智能制造等应用场景，面向行业应用、社会治理、民生消费以及与新产业融合四个领域，聚焦十四个具体方向开展本次典型案例征集。
（一）行业应用领域
1.智能制造。聚焦计划调度、生产作业、设备管理、远程运维、能耗管控、仓储配送、质量管控等场景，征集推动企业智能化改造、数字化转型、网络化联接，提升制造业质量和效益的应用案例。
2.智慧农业。聚焦大田种植、温室调控、畜禽养殖、水产养殖、农产品流通溯源、林业生产和监管、生物资源监测、农机装备等场景，征集有利于推进农业生产经营和服务数字化的应用案例。
3.智慧物流。聚焦公路运输、铁路运输、水路运输、航空运输、管道运输、区域分拨、仓储管理、城市末端物流配送等场景，征集有利于建设内外联通、安全高效、全线顺畅的现代流通体系的应用案例。
4.智慧能源。聚焦智慧巡检、智能计量、远程运维、能源管理、智能调度、碳足迹追踪等场景，征集有利于电力、石油化工、煤炭等传统能源行业数智化转型以及风电、光伏、氢能等新能源建设的应用案例。
5.智能建造。聚焦建材部品生产运输、BIM协同设计、智慧工地、建筑机器人、智慧建筑、安全施工等场景，征集有利于提升建造质量、施工效率的应用案例。
（二）社会治理领域
6.智能交通。聚焦城市轨道交通信号联动、智慧停车管理、电动自行车定位追踪、低空智联网、智慧客运等场景，征集有利于城市交通网联化协同化发展和空天地一体化建设的应用案例。
7.城市管理。面向社区管理、市政公用设施和建筑智能化改造、电动自行车消防安全、桥梁隧道安全监测、地面塌陷预警、地下管网运行监测、生活垃圾治理等场景，征集有利于跨部门数据可信共享、提升城市现代化治理水平的应用案例。
8.绿色环保。聚焦污染源管理、生态环境监测、生态保护、碳减排、监督执法等场景，征集有利于提升生态环境感知能力、管理决策精细化和智能化水平的应用案例。
（三）民生消费领域
9.智能网联汽车。聚焦物联网在车载设备互联、环境感知、智能钥匙、智能座舱等方面的应用，征集提升智能网联汽车驾驶安全性、可靠性、舒适性的应用案例。
10.智慧家居。聚焦智能家电、智能照明、智能安防监控、智能音箱、新型穿戴设备、适老化改造等场景，征集感应控制、语音控制、远程控制等物联网技术手段与家居产品融合应用的案例。
11.智慧文旅。聚焦景区智慧管理、智慧导览、沉浸式体验、文物保护及藏品管理、智慧演绎、智慧图书馆等场景，征集有利于面向游客提供更加安全、便利和舒适的品质化文旅服务的应用案例。
12.智慧健康。聚焦个性化健康管理、家庭养老床位、远程会诊、体育训练等场景，征集自助式健康检测设备、智能养老监护设备、家庭服务机器人、运动健康设备等医疗、康养、体育领域智能终端设备跨界融合应用的案例。
（四）与新产业融合领域
13.新兴产业。聚焦物联网与5G、大数据、云计算、人工智能、区块链、卫星互联网等新一代信息技术融合应用，征集促进新一代信息技术产业发展、形成新质生产力的案例。
14.未来产业。聚焦物联网与元宇宙、脑机接口、量子信息、人形机器人、生物制造等未来产业融合创新，征集推动实现未来信息技术产业化应用的案例。
二、申报条件
（一）申报主体应在中华人民共和国境内注册登记，具有独立法人资格。申报主体近三年财务状况良好，在信用等方面无不良记录。
（二）应用案例须已落地并取得成效，未曾入围往年工业和信息化部物联网示范项目和典型案例，在物联网融合应用中取得创新性突破，实施效果显著，带动作用强，对相关行业或企业具有较强借鉴意义和推广价值。
（三）申报材料要求客观、真实，能充分体现物联网的技术特点，高度聚焦实际场景应用需求和重点问题。
（四）每个申报单位限申报1项。
三、申报流程
本次征集工作采取网上填报和纸质版材料报送结合的方式。
（一）网上填报
申报单位登录“物联网赋能行业发展典型案例征集系统”（www.iotproj.cesi.cn，以下简称申报系统），完成注册后填写申报所需信息。申报截止时间为2024年8月23日。
（二）案例推荐
1. 推荐单位。各省、自治区、直辖市及计划单列市、新疆生产建设兵团工业和信息化主管部门，各中央企业和部属单位负责组织推荐。推荐单位需使用专用的账号登录申报系统，确定推荐名单，导出推荐案例信息汇总表，并加盖推荐单位公章。
2. 推荐数量。各省、自治区、直辖市工业和信息化主管部门推荐案例不超过10项。各计划单列市、新疆生产建设兵团工业和信息化主管部门、中央企业、部属单位推荐案例不超过5项，不占属地指标，可直接报送。江苏无锡高新技术产业开发区、重庆南岸区、杭州高新区（滨江）、福州经济技术开发区、江西鹰潭等五个国家新型工业化示范基地（物联网）可独立推荐案例不超过5项，物联网示范基地案例不占属地指标，需由省、自治区、直辖市工业和信息化主管部门审核并统一报送。
（三）材料报送
推荐单位于2024年9月13日前统一将加盖推荐单位公章的推荐案例信息汇总表、推荐案例的盖章版申报书（一式三份）收齐并邮寄至联系地址，纸质版材料应与线上填报内容一致。
四、联系方式
联系人：张策 010-68205233    王晓春 010-64102829
材料寄送地址：北京市东城区安定门东大街1号中国电子技术标准化研究院（收件人：王晓春 18801057037）
附件：
1.2024年物联网赋能行业发展典型案例申报书.doc
2.推荐案例信息汇总表.doc
工业和信息化部办公厅
2024年7月29日
【返回顶部】
【关闭窗口】
【打印本页】",31
中华人民共和国工业和信息化部公告（2024年第18号）,https://www.miit.gov.cn/jgsj/kjs/wjfb/art/2024/art_83d43236bc084ba599e78a2e7f287686.html,2024-07-05,工业和信息化部,"中华人民共和国工业和信息化部公告 （2024年第18号）
首页
>
工业和信息化部
>
机关司局
>
科技司
>
文件发布
发文机关：
工业和信息化部
标　　题：
中华人民共和国工业和信息化部公告（2024年第18号）
发文字号：
2024年第18号
成文日期：
2024-07-05
发布日期：
2024-07-19
发布机构：
科技司
分　　类：
科技管理,标准
中华人民共和国工业和信息化部公告
（2024年第18号）
发布时间：2024-07-19 14:45
来源：科技司
工业和信息化部批准《智慧家庭 健康管理 智能康复服务产品接口技术要求》等554项行业标准（见附件1）。其中，化工行业4项、石化行业8项、有色金属行业2项、建材行业5项、机械行业93项、汽车行业16项、船舶行业12项、轻工行业38项、纺织行业64项、包装行业1项、电子行业18项、通信行业293项。批准《数字蜂窝移动通信网5G无线网工程技术规范》等28项行业标准外文版（见附件2）。其中，轻工行业1项、纺织行业3项、通信行业24项。行业标准外文版自发布之日起实施。
以上化工行业工程建设标准、包装行业标准由北京科学技术出版社出版，石化行业标准由中国石化出版社出版，有色金属行业工程建设标准由中国计划出版社出版，建材行业标准由中国建材工业出版社出版，机械行业标准由机械工业出版社出版，机械行业制药装备标准、汽车行业标准由中国标准出版社出版，船舶行业标准由中国船舶工业综合技术经济研究院组织出版，轻工行业标准（含外文版）由中国轻工业出版社出版，纺织行业标准（含外文版）由中国纺织出版社出版，电子行业标准由中国电子技术标准化研究院组织出版，通信行业标准（含外文版）由人民邮电出版社出版。
附件：1.
554项行业标准编号、名称、主要内容等一览表
2.
28项行业标准外文版名称及主要内容等一览表
工业和信息化部
2024年7月5日
【返回顶部】
【关闭窗口】
【打印本页】",1
工业和信息化部办公厅关于印发化工行业智能制造标准体系建设指南（2024版）的通知,https://www.miit.gov.cn/jgsj/kjs/wjfb/art/2024/art_b672d924794d4bf38be7d2ef78935f53.html,2024-07-02,工业和信息化部办公厅,"工业和信息化部办公厅关于印发 化工行业智能制造标准体系建设指南（2024版）的通知
首页
>
工业和信息化部
>
机关司局
>
科技司
>
文件发布
发文机关：
工业和信息化部办公厅
标　　题：
工业和信息化部办公厅关于印发化工行业智能制造标准体系建设指南（2024版）的通知
发文字号：
工信厅科函〔2024〕262号
成文日期：
2024-07-02
发布日期：
2024-07-12
发布机构：
科技司
分　　类：
科技管理,标准
工业和信息化部办公厅关于印发
化工行业智能制造标准体系建设指南（2024版）的通知
发布时间：2024-07-12 20:31
来源：科技司
工信厅科函〔2024〕262号
各省、自治区、直辖市工业和信息化主管部门，有关行业协会、标准化技术组织和专业机构：
为切实发挥标准对化工行业智能制造的引领和支撑作用，我部组织编制了《化工行业智能制造标准体系建设指南（2024版）》。现印发给你们，请结合本地区、本行业、本领域实际，在标准化工作中贯彻执行。
工业和信息化部办公厅
2024年7月2日
【返回顶部】
【关闭窗口】
【打印本页】",6
工业和信息化部办公厅关于开展2024年工业和信息化百项团体标准应用推广典型案例遴选工作的通知,https://www.miit.gov.cn/jgsj/kjs/wjfb/art/2024/art_d6dd262c4b4b4dd0bb549bf35c63decd.html,2024-06-28,工业和信息化部办公厅,"工业和信息化部办公厅关于开展2024年工业和信息化百项团体标准 应用推广典型案例遴选工作的通知
首页
>
工业和信息化部
>
机关司局
>
科技司
>
文件发布
发文机关：
工业和信息化部办公厅
标　　题：
工业和信息化部办公厅关于开展2024年工业和信息化百项团体标准应用推广典型案例遴选工作的通知
发文字号：
工信厅科函〔2024〕257号
成文日期：
2024-06-28
发布日期：
2024-07-04
发布机构：
科技司
分　　类：
科技管理,标准
工业和信息化部办公厅关于开展2024年工业和信息化百项团体标准
应用推广典型案例遴选工作的通知
发布时间：2024-07-04 10:53
来源：科技司
工信厅科函〔2024〕257号
各省、自治区、直辖市及计划单列市、新疆生产建设兵团工业和信息化主管部门，有关行业协会（联合会），部管社会团体，有关标准化专业机构：
为落实《2024年工业和信息化标准工作要点》，大力发展团体标准，推进先进团体标准应用实施，现组织开展2024年工业和信息化百项团体标准应用推广典型案例遴选工作。有关事项通知如下：
一、申报范围和条件
具有法人资格的学会、协会、商会、联合会以及产业技术联盟等（以下统称社会团体）正式发布实施的工业和信息化领域团体标准。申报的团体标准应用推广项目应当聚焦推进新型工业化主题，在推进产业链强链补链延链、强化新兴产业、布局未来产业、升级传统产业、夯实产业基础、推动产业国际化发展等方面发挥积极作用，至少实施推广6个月以上（截止日期为2024年6月30日）。
重点遴选具有创新性、先进性和国际性的团体标准应用推广项目，主要包括：
（一）填补国家标准和行业标准空白的创新性团体标准；
（二）技术指标全面严于或优于现有国家标准和行业标准的先进性团体标准；
（三）具有国际领先水平，同步推进国际标准制定的国际性团体标准。
二、申报材料
（一）团体标准应用推广项目申报书（见附件1）；
（二）社会团体法人登记证书盖公章复印件；
（三）申报期内在全国社会组织信用信息公示平台查询的社会团体信用情况证明；
（四）团体标准发布文件正本（或盖公章复印件）；
（五）正式发布的团体标准文本；
（六）团体标准应用情况证明（见附件2，应用单位需加盖公章）；
（七）已转化为国际标准的团体标准，需提供相应证明材料（如有请提供）。
三、申报程序
（一）团体标准应用推广项目由社会团体自愿申请，经省级工业和信息化主管部门或者有关行业协会等部标准化工作受托机构（以下统称推荐部门）推荐，向我部申报。我部管理的社会团体，以及属于社会团体性质的部标准化工作受托机构可直接向我部申报。
（二）社会团体对所申报材料的真实性和准确性负责。同时提交2项及以上团体标准的社会团体，应结合团体标准的整体应用和实施推广效果，按申报优先级排序。
（三）推荐单位应结合本地区、本行业的实际情况，组织做好团体标准应用推广项目的申报工作，加强对申报材料的审查把关。
四、报送要求
申报材料的接收、整理和汇总等工作委托中国航空综合技术研究所承担。推荐单位应结合所推荐团体标准的技术水平、整体应用和实施推广效果，填报推荐项目汇总表（见附件3），汇总表按优先级对推荐项目排序，请于2024年7月26日（星期五）下午17点前以公函报送，逾期不再受理。
邮寄地址：北京市朝阳区京顺路7号，董士铭收
邮政编码：100028
联系人及电话：贾爱娟  010-84142046
董士铭  13126507377
工业和信息化部联系人及电话：刘傲  010-68205240
附件：1.
团体标准应用推广项目申报书
2.
团体标准应用情况证明
3.
推荐项目汇总表
工业和信息化部办公厅
2024年6月28日
【返回顶部】
【关闭窗口】
【打印本页】",0
